bathrooms,bedrooms,finishedsqft,price,totalrooms
2,2,1525,1300000,7
2,3,1929,1450000,5
2,2,1158,799000,5
2.5,4,1490,2400000,7
1,2,900,700000,5
1,2,1200,1110000,5
1,2,1125,650000,6
1,1,839,850000,4
1,1,1225,946000,5
2,2,1343,820000,5
2.25,3,2282,184000,8
4.5,4,1858,2900000,9
4.5,6,4000,3500000,12
2,2,1664,980000,7
3,5,2874,1300000,11
1,2,1244,750000,5
1,1,820,795000,3
3,3,2790,3825000,6
5,5,1819,4615000,9
1,1,864,4615000,3
3,4,2495,485000,4
1,3,1756,1535000,7
2,3,2170,1150000,9
2,3,1852,840000,7
1,1,921,717000,3
1.5,2,875,637000,4
2.5,2,1399,2650000,5
2,2,1128,987000,4
1,2,835,1152000,4
2,2,812,521500,4
2,3,1771,1850000,7
1,1,900,950000,8
5,11,3839,1100000,8
1,2,1359,1331000,5
2,2,1385,598000,4
3,4,2718,3175000,7
1,1,3019,1400000,4
2,2,1456,1850000,5
1,2,880,965000,4
5,4,3170,3750000,9
2,1,882,702000,5
2,3,1339,500000,6
1,2,1050,602500,5
4,4,7147,3950000,15
3,3,2464,1505000,8
3,4,2336,1150000,9
1,1,951,805000,4
2,3,1380,1425000,4
3,3,3102,2275000,6
2,2,1093,233500,5
2,2,1457,960000,4
3,4,1917,1635000,10
2.5,2,1414,1105000,5
3,4,1925,1800000,7
1,1,662,630000,6
1,1,680,590000,3
2,4,1625,1205000,6
1,1,732,790000,4
1,1,653,537500,2
3.5,4,2800,1888000,8
1,2,500,450000,5
1,2,805,550000,4
2,2,1227,1450000,4
3,4,3028,2900000,8
2,2,1800,1285000,6
1,2,400,1300000,4
3,4,1850,579000,6
3,4,1835,1240000,9
2,4,2291,1200000,8
1,2,834,869000,4
2,3,1340,1450000,6
1,1,730,745000,4
1,2,1244,715000,5
2,5,2261,1550000,8
2,3,1964,1550000,9
2.75,3,2940,1150000,11
2,4,2800,2050000,10
2,3,1800,1028000,11
3,4,2400,1130000,8
1,0,506,568000,3
2,1,941,740000,3
2,3,1480,1280000,6
2,3,1823,813000,7
2.5,4,2280,2810000,9
4,4,3000,1410000,6
2,2,1146,1060000,4
1,0,432,405000,1
2,2,1160,1296000,4
2,2,1507,2195000,4
5.5,5,1940,1252500,8
1,2,825,630000,4
2,2,1475,898000,5
2,3,1702,1250000,8
2,3,1211,825000,7
2,3,2470,2100000,7
2,3,1625,1700000,7
4,3,2849,3600000,9
1,2,1205,420000,5
1,3,1600,825000,5
2,3,1424,949000,6
1,1,625,660000,3
1,1,605,610000,3
1,2,983,422500,4
3.5,4,2269,2500000,7
1,1,600,500000,2
1,1,1005,750000,4
3.5,4,3350,3150000,14
2,3,1551,900000,6
2,3,1500,1225000,7
1,1,870,675000,3
1,20,979,965000,6
1,2,1150,525000,4
1,2,944,900000,5
2,3,1357,1790000,5
2,4,2200,631500,7
2,2,900,852000,4
2,3,1412,1320000,5
1,2,3440,1380000,5
2,3,1385,520000,4
2,5,1325,655000,6
1,2,1175,725000,5
2,3,1058,890000,5
2,3,1600,1550000,6
1.5,3,1805,1600000,7
3,5,1802,940000,7
4,4,2261,1450000,7
5,4,2376,1250000,9
1,1,800,826000,3
1,2,1364,1195000,5
4,8,7260,2650000,16
1,2,714,520000,5
2,4,2180,1470000,8
3,4,2950,2600000,8
7.5,6,8822,7750000,15
2,2,2363,780000,14
2,3,1650,1120000,6
4,4,2100,885000,7
7,7,4374,900000,15
4,5,2628,1290000,8
2,3,967,830000,5
2,2,1100,1400000,6
4,4,2800,2600000,13
2,3,1406,906000,6
2.5,4,2223,1645000,13
1,1,700,530000,4
1,2,888,750000,4
1,1,1200,845000,4
2,3,1358,1275000,7
1,2,1670,630000,7
2,2,1104,1000000,3
4,5,2200,1300000,9
2,2,989,790000,4
2,2,990,835000,4
2.5,4,2628,1315000,9
4,5,3500,1525000,10
1,2,1000,625000,4
2,3,1350,772000,5
2,3,1473,875000,6
2,3,1500,1210000,5
2,3,1038,800000,5
2,4,1603,999000,7
1,2,750,1305000,4
2,3,2104,1700000,6
4,4,2250,700000,7
1,2,800,560000,5
1.5,1,1249,715000,2
1,1,718,750000,3
2.5,3,1701,1100000,5
2.5,3,2607,1800000,5
1,2,942,830000,4
2,3,1317,705000,6
1,2,1058,718000,5
3,4,1499,750000,7
2,3,2028,788000,8
2,4,2924,367500,10
3,4,2739,1800000,9
4,4,2600,2600000,7
2,3,2158,1730000,6
3.5,4,2853,3350000,8
1,2,1449,850000,6
1,2,1400,920000,5
3,6,2503,1080000,11
1,2,1518,1051000,6
4.5,5,5062,3450000,15
1,1,679,595000,3
1,2,700,900000,6
1,2,1048,1095000,5
1,2,820,420000,4
2,4,1690,785000,8
5.5,5,3768,1750000,7
4,4,2985,2175000,8
2,4,1673,938000,7
2,3,1440,400000,6
1,2,952,490000,4
2,4,1205,551500,7
2,2,719,735000,5
1,1,819,850000,3
3.5,3,2425,1675000,7
2,2,812,520000,4
2,3,1821,1175000,6
2,3,1480,1280000,6
1,2,1310,227000,5
1.75,3,1800,1220000,7
1,2,1162,782000,5
2,3,1187,795000,5
2,2,1600,928500,7
2,2,1164,900000,7
3,3,1834,1350000,8
1,2,1543,1000,6
2,1,1349,1375000,5
2,3,1600,720000,7
1,1,602,435000,3
2,1,1075,950000,4
2.5,4,2500,1900000,9
1,3,1050,500000,5
1,2,1292,1250000,6
1,1,2484,1890000,9
1,2,750,361000,5
2,3,1330,600000,7
1,1,676,272500,3
2,2,1175,650000,7
1,1,838,720000,4
2,2,1317,1590000,4
2,3,1212,699000,5
2,2,1517,1325000,4
1,1,778,902000,4
2.5,3,760,1500000,6
6,10,6120,1767500,24
1,2,1325,600000,5
1,1,739,340000,3
2,3,1975,1600000,6
5,5,2830,2895000,13
1,2,1625,1215000,7
2,3,1780,1005000,6
4,4,3024,1130000,9
2,3,1270,716500,6
1,1,1040,720000,3
2,4,2600,1300000,10
2,3,1700,535000,5
2,2,1023,945500,5
1.5,1,994,1475000,3
1,1,572,505000,2
1,1,602,450000,3
2,2,1286,1100000,4
1,1,716,525000,3
3,4,1650,1150000,7
3,3,1717,1510000,14
3,3,1339,670000,6
1,2,1250,750000,5
1,3,1128,1340000,5
1,1,850,15500,8
2,2,1962,850000,5
2,4,2007,1780000,6
1,1,723,560000,3
1,1,716,610000,4
2,2,1063,825000,4
2.25,3,2550,1755000,8
4.5,5,3729,3425000,11
2,3,3026,4950000,6
3,3,2340,1270000,8
1,2,938,685000,4
2,4,2134,835000,8
2,4,1393,918000,6
2,3,1975,1230000,8
3.75,5,3014,1265000,17
2.5,2,1246,1225000,5
2,3,925,550000,6
2,2,1600,559000,6
2,3,1770,605000,8
3,3,3239,1950000,8
1,2,833,605000,5
2,3,850,490000,4
2,4,1832,600000,8
1,2,1225,611000,6
1,1,491,486500,4
1,2,825,26000,5
2,3,1470,695000,6
3,3,2000,882500,7
2,3,1312,1065000,6
2,2,1115,1511000,4
1,2,1303,1025000,6
2,3,1407,1250000,6
3,4,1050,1385500,6
2,2,1566,1550000,9
4,4,2426,1575000,8
1,2,1550,1405000,5
1,2,1600,100000,6
1,2,754,519000,3
2,3,1010,550000,5
1,2,875,610000,4
1,1,615,625000,3
1,2,1041,640500,4
2,1,913,780000,3
1,2,904,715000,4
1,2,1490,978000,6
3.5,3,2050,990000,9
2,3,915,1050000,4
2,2,1277,1245500,6
1,2,1250,1330000,4
2,3,1850,1370000,8
1.5,3,1820,1431000,6
2,3,1680,1450000,7
4,4,3400,3850000,11
1,1,365,440000,2
1,2,841,900000,4
2,3,1825,1499000,7
2,3,1879,410000,6
1,2,1525,1150000,6
1,1,480,234500,3
1.5,1,899,900000,3
3,4,1963,2000000,8
1,3,995,500000,5
1,2,1162,850000,5
2,3,1225,477000,6
1,1,478,480000,2
1,3,781,540000,4
1,2,1050,549000,5
1,1,738,607500,3
1,2,825,638000,4
1,3,990,641500,5
1,1,855,650000,4
2,3,1690,650000,7
2,2,964,780000,4
2,4,1295,680000,7
2,3,1150,685000,5
1,1,888,700000,4
1,1,741,715000,4
2,3,1838,725000,8
3,3,1525,756000,6
1,2,1215,800000,5
2,2,1108,825000,4
2,2,1310,830000,4
2,3,1775,852000,7
1,3,1621,875000,6
1,1,795,880000,3
1,3,1700,905000,8
1,2,1300,905000,5
2,3,1311,910000,6
2,3,1608,1000000,5
1,2,1150,1050000,5
3,3,1680,1100000,7
2,3,1830,1130000,8
2,2,1048,1150000,6
3,3,2034,1250000,7
1.5,3,1275,1285000,5
2,3,1510,1300000,6
2,5,2720,1370000,10
2,2,2151,1525000,5
2.25,3,2400,1650000,7
3.5,4,2338,1900000,9
4.5,3,2727,2010000,9
3,4,3163,2075000,10
2.5,3,2174,2350000,7
3,4,2459,2400000,7
3,3,2386,3100000,6
2.5,3,2588,3675000,8
5,4,4711,6000000,17
5,4,5142,10000000,9
2,4,1520,108500,6
2,2,1175,510000,4
2,2,1247,550000,4
1,2,1275,641000,5
4,3,1679,676500,7
3,6,2508,848000,9
2,3,2096,901000,5
2,2,1528,933000,4
2,3,2025,1275000,5
2.5,4,2485,1333000,9
4.5,4,3522,1760000,14
3.5,4,2950,3800000,6
1,3,1579,299000,6
1,2,800,630000,7
1,1,675,689000,3
1,2,968,905000,5
1,2,1335,908000,10
2,2,1550,1611500,4
2,2,1008,955000,5
2,2,1440,990000,5
2,3,1701,1100000,6
1,2,1264,1680000,6
3,3,2600,1650000,7
2,4,1910,1720000,8
2,2,1321,1662500,4
2,3,1055,912000,6
1,1,781,750000,3
2,2,1248,1101000,5
2,2,1450,2200000,6
2,6,2100,2350000,9
1,2,911,708000,5
2,3,1628,1560000,5
1,0,396,435000,2
3,3,1478,679500,6
2.5,2,1030,1155000,4
2.5,2,1335,1030000,5
1.5,1,1621,1150000,2
1.5,1,654,610000,3
2,3,750,750000,6
1,1,880,723000,5
1,2,1200,801000,5
3,5,2790,1750000,12
2,3,2269,1960000,10
2,2,950,660000,6
1,1,772,700000,3
1.5,2,1225,922000,4
2,3,1620,1210000,6
1,2,1200,1103000,4
2,3,1475,1300000,5
3,5,3100,1395000,8
2,4,2150,1275000,8
1,2,1250,938000,7
3,3,1474,655000,7
1,2,1350,738000,5
3,4,1930,773500,7
2,3,1319,1167500,6
1.5,3,2100,1550000,6
2,2,1560,1775000,5
2,2,1011,1310000,4
2,2,1187,890000,5
2,2,1294,1900000,5
3,3,1875,2050000,6
2,3,1860,3195000,5
1,2,750,800000,4
2,2,788,934000,5
3.5,4,2000,1375000,10
1,2,1203,745000,5
2,4,1876,256500,9
1.5,3,1551,1800000,6
1,3,1324,780000,6
2,3,1680,1000000,6
1,1,700,670000,4
1,1,696,712500,3
3,7,3066,1265000,12
1,2,936,30500,4
2,2,1159,815000,5
1,2,1345,1250000,5
2,3,1600,1541500,6
3,3,3124,4600000,8
2,4,1800,810000,8
2,2,1498,1250000,6
3,5,2800,1825000,9
3.5,4,3327,2950000,8
3,4,1918,749000,6
2,2,1043,895000,4
2,3,1960,1080000,6
2,3,1722,1270000,6
1,2,1100,945000,5
2,3,4750,2525000,10
2.5,3,1642,1250000,6
2,2,1181,795000,4
2,2,1625,1450000,6
4,5,3258,1350000,10
2,3,2050,1153500,7
1,1,900,780000,3
2,3,1800,765000,6
2,2,2205,1658000,7
3,4,2300,1750000,9
3,3,1450,669000,7
1,1,683,776000,3
1.5,2,1134,750000,4
1,2,1254,750000,5
2,2,1227,1200000,5
2,3,1463,1320000,4
2,1,1330,745000,4
1,2,1490,950000,5
1,3,1261,1055000,5
2,3,1150,730000,5
1,1,800,775000,3
2,3,2030,1340000,10
3.5,4,3100,2225000,9
3.5,4,3000,3650000,10
2,2,1571,1199000,6
3,7,2059,1368000,11
2,2,1521,1775000,5
5,4,5950,9500000,10
2,3,1389,905000,6
1,2,1090,911000,6
2,3,1251,919000,5
3,4,1725,403000,7
2,1,1173,1200000,4
1,3,1168,1200000,7
1,2,1375,939000,6
2,2,1066,430000,5
3,3,1488,630000,7
1,1,630,890000,3
2,2,1300,620000,5
2.5,3,1395,1105000,5
2,3,1617,1550000,6
4,3,1706,1850000,7
1.25,1,794,535000,4
3.5,4,4700,6370000,10
1,1,491,480000,4
2,3,1250,789000,6
1,2,1033,915000,4
1,2,875,550000,4
1,2,1503,625000,8
5,4,2956,2450000,6
1,3,1201,893000,7
1,1,1268,1280000,3
1,2,1036,688000,4
1,2,1436,925000,5
2,4,1623,1225000,7
3,4,2312,1149000,7
4,6,5437,2025000,14
4,5,5000,4330000,11
6,6,8180,9500000,16
1,2,1163,742000,5
1,2,1200,800000,5
2,3,1537,857000,5
2.5,3,2400,2125000,6
2,3,1868,1650000,7
3,4,2426,2000000,6
1,2,1100,867000,5
1,1,800,403000,4
1,1,718,496000,3
1,1,765,740000,3
1,1,875,725000,4
2,4,2022,1398000,10
2,4,1450,1025000,6
2,2,1221,1050000,5
1,3,1287,690000,6
1,2,1563,750000,6
4,5,2340,811500,6
2,3,1298,870000,7
3,4,1481,1450000,7
4.5,4,4565,3415000,12
4,6,3902,1217000,15
5,4,3884,3100000,12
2,3,1386,1060000,5
2,2,961,458000,4
1,2,836,900000,4
3,4,1930,837000,7
2,3,1880,1330000,7
1,1,907,725000,4
2.5,3,1842,1050000,5
2,3,1328,1216000,6
2,2,1392,850000,5
1,2,1430,715000,9
2,3,2100,845000,8
1,2,1200,1150000,5
2,2,954,650000,4
2,3,1692,1263000,6
1,1,814,600000,3
1,2,1279,1100000,5
1,2,1113,1100000,5
1,3,1525,1450000,6
2,2,1201,1100000,4
1,1,432,450000,1
1,1,795,825000,3
1,1,700,475000,3
1,0,581,565000,2
2,3,1690,1825000,6
4,5,4448,1238000,11
1,2,800,663000,5
1,2,920,719000,5
1.25,2,1475,1109000,5
1,2,836,680000,4
2,3,2150,1550000,8
1,2,848,885000,5
1,3,1455,1170500,7
1,3,1740,1250000,6
2,2,1269,525000,4
2,3,2042,1050000,8
1,1,675,655000,4
2,2,1141,1410000,5
3,5,1842,930000,8
2.5,3,1912,1270000,8
2,3,1509,1250000,10
4,5,2900,455000,10
2.5,2,1473,850000,5
2,2,1054,1150000,5
3,3,1821,1650000,6
1,1,700,600000,4
1,1,655,531000,4
1,1,900,642000,4
2,2,1316,900000,5
2,2,1460,2380000,6
2,3,1588,1055000,6
2,3,2200,1458000,6
2,2,1034,825000,6
3,3,2169,856000,7
1,2,1200,895000,6
2,3,1300,935000,6
2,3,1500,1110000,5
2,2,1498,1120000,5
2,2,1059,950000,3
3,2,2885,3000000,8
1,2,1325,901000,5
2,4,2222,1560000,8
3,5,3128,2350000,9
3.5,5,4419,3549000,9
1,2,1600,1025000,6
1.5,2,1245,1120000,5
3,6,4129,2850000,14
2,3,1700,321000,8
2.5,3,2150,1100000,7
3,4,2883,4200000,8
2,3,1496,685000,7
2,2,1197,250500,4
2.5,3,1999,1099000,3
2,3,2031,1600000,5
2,2,1099,975000,5
1,3,1275,980000,6
2,2,1230,680000,6
2,4,1747,745000,8
2,3,1817,2050000,8
3.5,3,2835,2600000,8
1,1,773,730000,4
1,1,1239,750000,4
1,2,2386,1100000,11
2,6,2800,662500,12
3,3,1850,1040000,9
2,4,2874,1400000,11
2,1,840,729000,3
2,2,977,1030000,5
2,2,1031,885000,4
1,1,572,569000,2
1,1,825,701000,4
2,2,1279,1210000,5
1,3,1362,915000,6
1,1,1320,608500,11
1,1,821,650000,3
2,2,1509,1610000,5
2.5,2,1160,1160000,5
2,2,1500,1200000,5
2,3,2996,1250000,13
3,3,1822,1350000,6
3,3,2105,1955000,7
1,1,624,540000,3
2,3,1214,660000,5
3.5,4,2909,1050000,8
1,1,919,715000,3
1,3,1480,1035000,6
1.5,3,1728,1677000,7
1,2,1134,807000,4
4.5,4,3226,5850000,10
2,3,1776,600000,7
2.5,3,2043,1958000,7
3.5,3,3350,725000,8
1,2,750,945000,4
2,3,1350,680000,6
1,2,800,620000,4
3,3,1080,7850000,7
1,1,650,710000,3
1,1,840,536500,4
3,3,1900,1700000,6
3,3,2200,2050000,6
2,2,2100,2600000,6
1,1,752,765000,4
1,3,1400,825000,6
1,2,800,925000,4
3.5,4,2160,2140000,8
1,2,750,1420000,5
1,2,862,610000,4
3,4,1728,1300000,6
1,2,800,676000,4
2,3,1014,680000,5
2,3,1655,1175000,7
3,6,3400,1800000,12
1.5,2,1225,300000,5
1,2,1415,826000,6
3,4,3300,2233000,12
3,4,2691,1400000,8
1,2,893,500000,4
1,2,1087,950000,5
3.5,3,2750,2150000,8
2,2,1101,2100000,4
1,3,1200,569000,6
1,0,244,350000,2
1,3,1081,660000,5
1,2,1087,735000,5
1,1,927,920000,4
1,1,797,175000,2
2,3,1526,1020000,5
2,3,1653,208000,10
2,3,1155,1925000,8
1,1,588,489000,2
3,4,1064,550000,5
1,1,763,680000,3
2,3,1400,700000,6
3,4,1350,728000,6
2,2,943,915000,4
2,3,1280,947500,6
2,4,1600,1150000,7
2.5,2,1417,1333000,7
1,2,1450,1600000,6
3,3,1704,1630000,6
2,3,1304,1700000,6
3,3,2718,2850000,7
1,1,577,537000,3
1,2,1134,535000,4
2,2,1782,1615000,5
1,1,551,505000,2
2,3,1099,615000,5
1,2,1030,1075000,6
1,1,1200,1150000,8
1,2,800,665000,4
3,2,1345,800000,5
2,2,1043,1050000,5
1,1,632,590000,4
2,2,1575,1100000,8
3,4,2770,800000,9
1,3,2013,850000,7
1.5,3,2141,1927000,6
2,4,2540,2408000,8
1,3,1055,800000,5
1.5,3,1675,2550000,6
3,4,2718,2725000,7
2,2,1039,950000,6
3,5,2865,1739000,11
1,1,552,511000,2
2,2,1242,520000,4
2,2,840,610000,4
2,2,981,1250000,4
1,2,1303,1255000,5
2,2,1394,1603000,5
1,2,1126,525000,5
1,2,900,605000,4
2,2,1210,700000,5
1,1,812,725000,3
2,2,640,730000,4
3,3,2220,780000,7
1,2,866,825000,5
1.5,2,1628,860000,6
2,2,969,890000,5
1,2,1330,950000,5
1.5,1,1091,975000,6
2,2,1200,1000000,5
2,2,1147,1100000,7
2,3,1949,1185000,12
2,3,1510,1200000,8
5,7,3996,1365000,14
2,2,1150,1380000,5
2,3,1562,1430000,6
3.5,4,3696,2000000,10
3,4,3200,3600000,4
2,3,400,540000,4
1,3,924,580000,5
1.5,3,1828,605000,6
1,1,682,665000,4
3,3,2004,685000,6
1,3,1214,760000,5
1,2,1023,775000,6
2,2,1400,925000,8
2,3,1650,936000,8
2,2,1500,1080000,6
3,4,2148,1130000,11
2,2,1284,1380000,8
4,4,3065,2277000,11
6,9,6300,3800000,20
1,1,710,992000,3
1,1,1,635000,3
2,2,1054,950000,3
1,1,887,653000,3
1,2,1182,725000,5
2,2,1534,1600000,6
3,2,1685,910000,7
2.75,3,2164,1100000,8
1,3,1355,875000,6
3,4,2100,1060000,8
1,2,1174,1675000,4
2.5,2,1392,1150000,5
2.5,2,1441,1450000,5
2,2,1409,898000,4
1.5,2,1497,1349000,3
2.5,2,1174,885000,4
2,3,1397,1678000,11
1,2,1264,828000,6
2,2,864,898000,5
1,2,1083,1351000,5
2,4,2500,1900000,9
5,4,6045,5550000,14
2,3,1575,665000,7
2,3,1696,840000,7
1,2,1113,887000,5
2,2,1221,900000,5
2,2,2100,1750000,6
1,3,1488,770000,6
1,2,1270,818000,6
1,1,1259,800000,4
2,4,1290,555000,6
1,2,1258,905000,6
1,0,494,423000,2
1,3,1108,500000,5
2,2,1091,835000,5
2,2,1426,1265000,4
1,2,855,635000,3
1,3,1084,490000,5
2,2,1145,1000000,5
1.25,2,983,960000,4
1,1,752,775000,3
5,5,4166,4400000,7
2,2,1063,420000,5
1,1,795,850000,3
1,0,450,640000,2
2,2,1850,1500000,5
1.5,2,1064,975000,4
2,3,2130,1250000,4
1,2,750,590000,4
4,6,3485,3150000,11
3.5,6,3366,5250000,11
2,2,1083,975000,4
2,3,2134,1050000,8
1,1,657,475000,3
1,3,1077,588000,5
2,3,1699,708000,6
1,1,982,104500,3
2,2,1175,912000,5
1,2,750,590000,4
1,1,671,630000,3
1,1,756,815000,3
1,2,1830,700000,5
1,3,1400,802000,6
1,2,1434,831000,6
2,3,1900,180000,5
1,2,1250,882000,5
5,5,2250,1551000,8
2,2,947,920000,5
5,5,2458,1120000,9
4,5,2686,1350000,10
2,3,2960,1385000,10
6,7,4023,1650000,13
4.5,5,4550,3250000,10
1,1,362,315000,1
4,4,1896,943000,8
1,2,1268,914000,6
2.5,2,1000,850000,6
1.5,2,928,855000,4
2,3,1438,912000,5
1,2,1900,1550000,6
2,2,1514,1128000,4
3,4,2200,1150000,8
2,2,1095,1250000,5
2,3,2140,1395000,7
3.5,4,3294,1595000,8
2,2,969,1625000,4
2,3,2006,1685000,9
3,4,3143,2400000,9
2,3,3240,2965000,11
1,2,1137,413000,6
1,3,1197,441000,6
3,5,2100,845000,5
1,1,690,579000,3
1,1,592,605000,3
1,1,868,699000,3
3,4,2150,703000,8
1.5,1,1121,790000,3
1,2,1128,765000,5
1.5,2,1049,910000,5
3.5,3,2150,957250,7
2,4,2810,1125000,10
2.25,2,1738,1261000,10
2,4,2836,1415000,8
3,4,2200,1550000,10
2.5,3,1675,1600000,6
4,4,3776,1650000,9
2,3,2290,1680000,7
4,3,1000,498000,6
2,3,2000,635000,7
2.5,4,2470,1601000,8
2,2,1472,1650000,6
1,2,1200,500000,5
1,1,619,440000,3
3,2,1215,538000,6
1,1,795,620000,3
1,1,629,640000,4
1,1,730,695000,4
1,2,1154,715000,5
2.5,4,1869,750000,10
2,3,1004,804500,5
1,2,1089,845000,5
1,2,1011,850000,4
1,2,1175,850000,5
2,3,2000,856000,6
2,3,1425,870500,6
4,4,1535,897000,8
1,2,1281,900500,5
2,3,1192,940000,5
2,3,1680,950000,8
1,2,1346,1130000,5
1,2,1434,1179000,5
2,2,1535,1190000,4
3,2,1700,1462000,6
2.5,4,2130,2000500,10
1,1,800,425000,9
1,3,1092,572000,5
1,1,715,580000,3
1,1,795,630000,3
2,2,730,670000,4
1,1,1174,539000,2
1,2,1012,703000,7
1,2,1000,703044,3
1.5,1,952,705000,1
1.5,1,1172,712500,4
2,3,1147,800000,6
2,4,1292,808000,6
3,2,1367,985000,6
2,3,1556,990000,18
2,2,963,930000,4
2,3,1422,975000,7
1,3,1200,1330000,7
2,8,2515,1741000,11
2,2,1091,887500,5
3.5,3,1781,1315000,6
1,1,624,455000,3
2.5,4,1849,1575000,9
3.5,4,2603,2030000,9
2,2,887,700000,6
4,4,2415,1500000,6
3,3,2140,1050000,8
2,2,1398,1360000,5
1,2,1443,2470000,4
3,5,2617,1400000,9
2,2,1208,940000,5
2,2,1042,985000,4
2,2,1094,785000,6
1,1,837,960000,3
2,3,1284,800000,7
2,2,993,860000,5
1,1,795,552000,3
1,0,450,440000,2
2,2,1200,1008000,5
5.5,9,5124,1410000,21
2,2,2073,992000,6
2.3,6,3402,1955000,9
2,2,1525,760000,6
1,2,957,930000,4
2,3,1994,1280000,9
1,1,625,439000,4
2,3,1672,1252000,6
1,4,2300,1075000,7
6,6,4903,1450000,16
2.5,2,1593,1828000,6
2,2,1462,1610000,5
3.5,4,2200,1610000,7
2.5,3,2846,5710000,7
2,3,1869,791000,7
1,0,1696,1090000,7
1,2,1300,1000000,6
2,3,1220,780000,5
2,4,1395,689000,6
1,1,882,810000,4
1,1,605,681000,3
1,1,795,860000,3
2,2,1120,755000,5
2,2,1216,825000,4
1,1,1057,820000,4
2,3,1369,950000,7
3,2,2420,1146000,5
2,2,2904,1050000,14
1,2,1000,359000,4
2,3,1874,1600000,6
1.5,3,1500,1105000,7
2,3,1470,912000,7
1,1,1472,680000,6
2,3,1213,928000,5
1,2,789,910000,5
2,3,1530,1637500,6
3,3,1477,2400000,6
1,2,1087,1175000,5
2,2,1540,688500,8
3,2,924,825000,7
2,2,1019,938000,5
2,2,1286,1200000,4
1,1,606,530000,4
3,5,2600,1788000,9
2,3,1581,1150000,7
2,3,1800,760000,7
1,1,659,540000,3
3,3,2100,1740000,6
1,2,1135,781500,5
2,4,1348,850000,6
2,3,1489,1312000,6
2,2,1043,420000,5
1,2,1275,580000,5
1,0,409,415000,3
2,1,803,569000,3
2,3,2100,975000,5
1,2,1024,825000,5
2,3,1153,900000,6
2,2,1255,930000,5
3.5,5,4437,3500000,10
1,2,1033,700000,5
6,5,2291,800000,10
2,3,1150,930000,6
4.5,3,4266,7325000,9
4,6,3175,1220000,13
1,2,800,600000,4
1,1,1112,919000,5
1,0,252,720000,1
1,1,693,600000,3
3,4,1967,1675000,7
2,4,2900,800000,10
1,3,1400,670000,6
2,3,1422,1282000,5
2,3,1894,730000,8
2,2,1019,1310000,5
2,2,1492,1600000,5
1,0,436,462000,2
3,3,1797,1425000,7
1,0,515,511000,2
3.5,3,1922,1700000,5
1,2,875,985000,4
2.5,3,1800,1050000,6
3.5,4,2420,1550000,9
1,2,800,380000,4
1,2,1214,660000,7
1,1,2142,788000,10
1,2,1223,850000,5
2,3,1325,930000,6
2,3,2692,1700000,12
2,3,2160,1200000,8
2,2,1662,1011000,6
4,4,1900,620000,9
1,2,1447,660000,6
2,2,1185,1177000,5
3.5,3,2500,1675000,7
2,2,1175,720000,4
2,4,2619,1550000,12
2,3,1486,775000,6
4,3,1679,359500,7
2,3,1500,760000,6
2,2,1201,1245000,4
2,2,1407,1460000,5
1,2,1204,750000,5
2,3,1272,1000000,6
1,3,1370,1300000,5
1,1,870,730000,3
2,4,1865,954000,9
3,4,2448,1251000,7
2.5,2,1335,1125000,6
5,5,2544,1300000,12
2.25,3,1445,1095000,6
1,3,1010,1100000,5
2,2,995,1025000,4
2,2,2103,2910000,7
1,2,1275,825000,5
1,2,1202,1385000,5
1,3,1149,1560000,5
1,1,715,639000,4
2,1,828,840000,3
2,3,1284,390000,6
2,2,1876,1500000,6
1,1,742,450000,3
1,3,2000,1302000,8
1,2,1275,800000,5
1,3,1615,957000,7
4.5,5,3930,5700000,12
2,3,1375,280000,6
2,4,1546,665000,6
1,2,725,654000,4
1,1,764,765000,3
4,3,1457,359500,7
2,2,1225,690000,5
2,2,1034,1025000,5
2,3,1719,910000,5
1,2,1103,1000000,4
2,2,1375,1550000,6
2,2,1191,588000,4
3.5,3,2400,1200000,10
1,1,556,429000,2
1,1,578,251500,3
1,1,717,609000,3
2,2,839,650000,5
2,2,1073,1343000,12
2,3,2096,2175000,6
2,3,1082,625000,5
2,2,1014,1000000,4
2,2,1350,1200000,5
1,3,4249,2130000,16
1,2,1143,1000000,5
2,4,1525,755000,6
2,2,1330,810000,4
2,2,1269,1010000,5
3,3,1600,1500000,12
1,2,1113,510000,5
2,3,1538,580000,6
2,3,1100,638000,5
2,3,2062,640000,9
2,4,1527,645000,7
1,2,1180,660000,8
3,9,5166,550000,17
2.5,3,1915,2000000,5
1,2,1557,765000,5
1,2,1100,867000,4
1,2,1231,870000,5
3.5,4,2860,1475000,8
1.5,3,1088,820000,5
1,2,996,825000,4
1,1,911,925000,3
1,1,672,482000,3
1.1,2,1023,900000,5
2,3,1420,1399000,5
2,5,2200,835000,11
4,4,2457,2350000,9
2,4,1375,750000,7
1,2,1480,950000,5
4,6,2632,1250000,12
1,1,769,650000,3
1,1,775,800000,3
3.5,3,2448,2230000,6
2,4,1800,439000,7
5.5,5,3215,2510000,9
2,3,1497,695000,6
5,6,6000,6800000,20
3,3,1450,615500,7
1,1,605,577000,3
1,1,807,665000,3
2,2,1088,880000,5
2,3,2096,2275000,6
2,3,2231,1715000,7
1,2,1250,815000,5
2,4,2064,1150000,9
2,2,1350,1360000,6
3.5,4,2777,3200000,7
2,2,1407,750000,4
2,3,1834,1600000,6
2.5,4,2425,830000,5
1,3,1721,1600000,6
4.5,6,5900,5250000,18
2,3,1545,375000,6
